Age,Experience,Income,Branch Address,Family,CCAvg,Mortgage,Personal Loan,Brokerage Account,GIC Account,Online,CreditCard,Advisor Name,Advisor Designation,Branch Address 1,Branch Address 2,Branch Address 3
67,42,32,9929 Thompson Lane,1,1.1,0,0,0,0,0,1,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
32,7,129,24 Trusel Court,4,5.2,0,1,0,0,0,1,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
41,17,71,1 Poplar St.,2,3.2,0,0,0,0,1,1,Elicia Schuyler,PFP,1 Poplar St.,8017 Homestead Ave.,387 West Fifth Ave.
53,29,41,8378 West Magnolia Street,2,0.8,0,0,0,0,1,0,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
51,27,88,533 Hillcrest Street,1,2.6,0,0,1,0,0,1,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
57,31,131,8536 Country Club Dr.,2,2.7,0,0,0,0,0,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
61,35,25,69 Spruce Dr.,1,0.8,142,0,0,0,1,0,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
45,19,85,36 South St.,3,2.1,0,0,0,0,1,1,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
51,27,42,667 E. Hall St.,4,1.1,0,0,0,0,1,1,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
34,8,82,8378 West Magnolia Street,2,1.5,0,0,1,1,1,1,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
34,10,88,7919 Cedarwood Dr.,2,0,121,0,0,0,1,0,Thao Lovato,PFP,7919 Cedarwood Dr.,1 Poplar St.,8017 Homestead Ave.
31,6,44,336 Pin Oak Ave.,4,0.8,122,0,0,0,1,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
44,20,68,7919 Cedarwood Dr.,1,0.8,91,0,0,0,0,0,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
64,39,8,69 Spruce Dr.,3,0.1,87,0,0,0,0,1,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
61,35,40,33 Harrison Road,1,0.8,128,0,0,0,1,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
36,12,123,890 W. Brickyard Dr.,2,5.6,0,1,0,1,1,1,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
38,13,23,94 Country Club St.,4,0.2,0,0,0,0,1,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
66,41,15,742 Bridle Street,3,0.1,0,0,0,0,1,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
48,22,42,91 Lake Court,3,2.2,0,0,0,0,0,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
53,28,183,7919 Cedarwood Dr.,3,8.2,467,1,0,1,1,1,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
29,4,50,36 South St.,4,1.7,0,0,0,0,1,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
27,2,170,742 Bridle Street,3,4.7,0,1,0,0,1,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
49,23,129,533 Hillcrest Street,1,0.3,0,0,0,0,1,1,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
57,33,149,9587 SW. Jefferson Street,1,4.7,0,0,1,0,0,0,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
54,28,161,8536 Country Club Dr.,1,2.9,0,0,0,0,1,0,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
57,31,30,544 Edgewood Drive,2,0.7,145,0,0,0,0,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
23,-3,149,33 Harrison Road,2,7.2,0,0,0,0,1,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
46,22,89,69 Spruce Dr.,1,2.7,0,0,1,1,1,1,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
55,25,42,597 Lawrence Street,3,1,0,0,0,0,1,0,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
58,34,152,336 Pin Oak Ave.,4,3.6,0,1,0,0,0,0,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
41,14,32,8573 Princeton Road,3,1,0,0,0,0,0,1,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
36,10,80,36 Kent Court,4,2.2,0,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
40,16,35,9251 Old Vernon St.,1,1.4,0,0,0,0,1,1,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
60,35,80,20 Bradford Ave.,3,0.5,0,0,0,0,1,0,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
53,27,122,218 S. Westport Court,1,2.4,330,0,0,0,0,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
52,28,64,33 Harrison Road,2,1,211,0,0,0,1,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
53,27,139,94 Country Club St.,1,0.9,0,1,0,0,0,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
32,7,55,533 Hillcrest Street,4,2,0,0,0,0,1,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
57,32,80,597 Lawrence Street,2,0,0,0,0,0,0,0,Kristle Hanby,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
61,31,49,1 Poplar St.,4,1.666666667,0,0,0,0,1,0,Elicia Schuyler,PFP,1 Poplar St.,8017 Homestead Ave.,387 West Fifth Ave.
63,38,28,336 Pin Oak Ave.,2,0.5,89,0,0,0,1,0,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
44,18,123,68 Sunbeam St.,3,5.9,0,1,0,1,1,1,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
43,19,28,9670 Wilson Rd.,4,0.3,96,0,0,0,1,0,Weston Jeon,PFP,9587 SW. Jefferson Street,9670 Wilson Rd.,76 Mayfair St.
46,20,54,9834 East Pineknoll Ave.,4,2.9,189,0,0,0,1,1,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
51,25,180,8017 Homestead Ave.,1,1.7,0,0,0,0,1,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
38,12,141,8378 West Magnolia Street,2,0,0,0,0,0,1,1,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
52,27,93,40 E. Dunbar Ave.,4,4.1,0,1,0,0,0,1,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
55,25,52,7330 West Grand St.,1,1.4,207,0,1,0,0,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
36,10,183,518 Selby Ave.,2,0,0,0,0,0,0,0,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
37,11,35,9587 SW. Jefferson Street,2,0.8,125,0,0,0,0,0,Weston Jeon,PFP,9587 SW. Jefferson Street,9670 Wilson Rd.,76 Mayfair St.
42,16,62,742 Bridle Street,3,0.9,0,0,0,0,1,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
26,0,161,234 Blue Spring Rd.,2,7.2,0,0,0,0,0,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
46,21,115,14 Lakeshore Lane,2,4.2,0,1,1,1,1,1,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
38,14,182,14 Lakeshore Lane,3,2.6,0,1,0,1,1,1,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
52,28,18,234 Blue Spring Rd.,1,0.3,120,0,0,0,1,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
59,33,80,8378 West Magnolia Street,2,0.7,0,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
56,30,31,7919 Cedarwood Dr.,2,0.3,109,0,1,1,1,1,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
61,36,50,7330 West Grand St.,4,1.7,189,0,0,0,1,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
48,22,150,5 Maple Lane,1,7.3,193,0,0,0,0,0,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
46,22,152,544 Edgewood Drive,2,1.4,0,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
58,34,11,387 West Fifth Ave.,2,0.3,96,0,0,0,1,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
45,19,11,7330 West Grand St.,1,0.2,91,0,0,0,0,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
34,9,180,68 Sunbeam St.,1,8.9,0,1,0,0,0,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
26,1,55,8536 Country Club Dr.,4,1.7,175,0,0,0,1,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
30,3,150,518 Selby Ave.,4,5,0,1,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
64,39,129,8378 West Magnolia Street,1,2.5,0,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
65,40,29,518 Selby Ave.,1,1.5,0,0,0,0,0,0,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
40,16,138,234 Blue Spring Rd.,2,6.1,0,0,0,0,1,0,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
51,27,42,76 Mayfair St.,4,0.1,0,0,0,0,0,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
56,31,192,4 Country Drive,1,7,0,1,0,1,1,0,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
38,14,48,9834 East Pineknoll Ave.,1,1.8,169,0,0,0,0,0,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
29,3,10,8573 Princeton Road,4,0.4,87,0,0,0,1,1,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
42,18,62,9929 Thompson Lane,3,2.1,0,0,0,0,1,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
54,28,53,742 Bridle Street,1,2.2,0,0,0,0,1,1,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
29,5,30,7041 East Mammoth Drive,3,1,0,0,0,0,0,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
39,14,31,8722 Richardson Street,2,1.4,94,0,0,0,1,1,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
35,10,48,742 Bridle Street,1,2.5,164,0,0,0,1,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
51,24,23,533 Hillcrest Street,1,0.5,0,0,0,0,1,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
41,16,70,40 E. Dunbar Ave.,3,0.5,0,0,0,0,0,1,Zofia Rambo,PFP,40 E. Dunbar Ave.,36 Kent Court,69 Spruce Dr.
34,9,133,9834 East Pineknoll Ave.,1,3.8,0,0,0,0,1,0,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
43,18,10,20 Bradford Ave.,2,0.1,0,0,1,0,0,1,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
56,30,75,36 South St.,1,1.9,125,0,0,0,1,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
31,4,54,234 Blue Spring Rd.,2,1,109,0,0,0,0,1,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
48,22,35,9834 East Pineknoll Ave.,1,1.4,0,0,0,0,1,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
52,26,194,14 Lakeshore Lane,2,5.7,0,1,0,0,1,0,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
54,30,70,234 Blue Spring Rd.,1,1.6,251,0,0,0,1,1,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
52,26,182,7330 West Grand St.,2,1.4,0,1,0,0,1,0,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
56,32,84,9251 Old Vernon St.,2,1.6,0,0,0,0,1,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
31,5,72,9251 Old Vernon St.,4,1.8,242,0,0,0,1,1,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
46,20,91,8722 Richardson Street,4,2.6,0,0,0,0,0,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
33,9,184,387 West Fifth Ave.,2,4.8,0,1,0,0,0,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
61,35,99,8378 West Magnolia Street,1,4.8,255,1,0,0,0,1,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
47,23,22,14 Lakeshore Lane,4,0.6,0,0,0,0,1,1,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
52,28,8,387 West Fifth Ave.,1,0.3,0,0,0,0,1,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
55,30,81,14 Lakeshore Lane,4,3.8,0,0,0,0,1,0,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
37,12,63,33 Harrison Road,3,2.3,0,0,0,0,1,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
44,19,154,234 Blue Spring Rd.,2,8.8,0,0,0,0,1,0,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
30,6,95,177 Winchester Street,2,0.2,0,0,1,0,1,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
66,41,145,7919 Cedarwood Dr.,1,2.5,0,0,0,0,1,0,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
51,27,12,667 E. Hall St.,2,0.2,0,0,0,0,0,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
57,31,159,76 Mayfair St.,2,0.5,0,0,0,0,0,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
29,3,108,9929 Thompson Lane,4,1.8,0,0,0,0,0,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
31,6,55,218 S. Westport Court,4,2,185,0,0,0,1,0,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
36,12,188,36 Kent Court,2,6.5,0,0,0,0,1,1,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
32,6,84,742 Bridle Street,4,1.8,0,0,0,0,0,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
44,18,43,33 Harrison Road,2,0.7,163,0,1,0,0,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
45,21,121,8376 Euclid Lane,1,4.7,0,0,0,0,0,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
46,22,118,9091 S. Bowman Street,1,4.7,159,0,0,0,0,1,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
32,7,44,36 South St.,4,0.8,0,0,0,0,1,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
42,17,113,8536 Country Club Dr.,3,1,0,0,1,0,1,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
43,19,81,597 Lawrence Street,4,0.2,0,0,0,0,0,1,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
55,31,34,36 South St.,3,1.5,101,0,0,0,1,0,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
50,26,82,742 Bridle Street,1,0,0,0,0,0,1,1,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
47,23,75,92 Ridgewood Dr.,1,2.6,0,0,0,0,0,1,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
26,0,75,68 Sunbeam St.,3,0.3,0,0,0,0,0,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
60,35,34,9251 Old Vernon St.,1,0.3,0,0,0,0,1,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
36,10,31,33 Harrison Road,4,1.2,0,0,0,0,0,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
28,3,134,9670 Wilson Rd.,2,3.1,0,0,0,0,1,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
39,14,22,8536 Country Club Dr.,2,0.3,0,0,0,0,1,0,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
58,33,23,94 Country Club St.,3,0.2,0,0,0,0,0,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
29,2,29,14 Lakeshore Lane,4,1.5,0,0,0,0,0,1,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
40,10,19,33 Harrison Road,1,0.75,116,0,0,0,0,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
43,17,125,7330 West Grand St.,4,3.5,0,1,0,0,0,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
42,18,31,177 Winchester Street,1,0.3,0,0,0,0,0,1,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
42,17,85,92 Ridgewood Dr.,1,3.7,0,0,0,0,1,0,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
60,36,149,33 Harrison Road,1,4.7,0,0,0,0,1,0,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
50,26,48,33 Harrison Road,1,1.6,0,0,0,0,0,1,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
30,5,122,92 Ridgewood Dr.,2,3.1,0,0,0,0,0,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
31,7,108,69 Spruce Dr.,1,4,0,0,0,0,1,0,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
50,23,83,7919 Cedarwood Dr.,1,2.666666667,0,0,0,1,1,1,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
53,27,59,40 E. Dunbar Ave.,2,0.8,0,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
42,12,39,91 Lake Court,3,2,0,0,1,1,1,1,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
33,8,64,8017 Homestead Ave.,4,2.1,164,0,0,0,1,0,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
50,25,82,40 E. Dunbar Ave.,1,1.3,0,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
50,26,48,8536 Country Club Dr.,4,0.1,0,0,0,0,0,1,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
39,13,50,336 Pin Oak Ave.,2,2.4,0,0,0,0,0,0,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
59,32,40,336 Pin Oak Ave.,4,2.5,0,0,0,0,1,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
39,14,89,9251 Old Vernon St.,2,0.4,0,0,0,0,1,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
31,6,170,94 Country Club St.,2,6.7,137,0,0,0,1,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
36,12,18,533 Hillcrest Street,1,0.5,0,0,0,0,0,1,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
52,28,25,8536 Country Club Dr.,4,1,0,0,0,0,0,0,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
30,5,41,92 Ridgewood Dr.,4,1.7,0,0,0,0,1,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
50,24,40,890 W. Brickyard Dr.,4,2.6,89,0,0,0,1,0,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
50,26,39,9091 S. Bowman Street,3,1.9,0,0,0,0,1,0,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
35,9,100,9670 Wilson Rd.,1,2.7,0,0,0,0,0,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
46,20,82,68 Sunbeam St.,3,0.7,0,0,0,0,1,1,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
46,20,111,597 Lawrence Street,1,0,329,0,0,0,0,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
43,19,130,8017 Homestead Ave.,2,4.7,221,1,0,0,0,1,Margret Lan,PFP,8017 Homestead Ave.,387 West Fifth Ave.,8536 Country Club Dr.
52,27,43,7041 East Mammoth Drive,4,0.2,0,0,0,0,1,0,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
34,9,31,9834 East Pineknoll Ave.,4,1.1,85,0,1,1,1,1,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
39,9,32,7330 West Grand St.,3,2,116,0,0,0,1,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
62,38,44,336 Pin Oak Ave.,1,1.9,0,0,0,0,0,1,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
52,26,70,8378 West Magnolia Street,2,1.1,0,0,1,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
42,18,45,7919 Cedarwood Dr.,1,0.7,0,0,1,0,1,0,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
48,23,45,5 Maple Lane,1,0.3,0,0,0,0,1,1,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
61,37,131,69 Spruce Dr.,1,2.9,0,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
50,25,18,8376 Euclid Lane,2,0,0,0,0,0,0,1,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
64,40,63,94 Country Club St.,4,1.2,0,0,1,0,0,1,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
45,21,39,218 S. Westport Court,2,2.1,184,0,0,0,0,1,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
47,23,22,94 Country Club St.,1,1,0,0,0,0,0,1,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
64,40,32,597 Lawrence Street,3,0.1,0,0,0,0,1,0,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
48,24,18,518 Selby Ave.,4,0.2,0,0,0,0,1,1,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
29,5,128,69 Spruce Dr.,2,4.1,209,1,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
52,22,55,36 Kent Court,3,1.4,0,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
66,41,80,9251 Old Vernon St.,4,0.1,0,0,0,0,1,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
28,3,28,40 E. Dunbar Ave.,4,0.8,0,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
32,7,58,336 Pin Oak Ave.,1,1,0,0,0,0,1,0,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
53,28,48,40 E. Dunbar Ave.,2,1.9,0,0,0,0,1,0,Zofia Rambo,PFP,40 E. Dunbar Ave.,36 Kent Court,69 Spruce Dr.
30,5,73,24 Trusel Court,1,2.6,133,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
35,11,83,20 Bradford Ave.,2,2.2,0,0,0,0,0,0,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
55,30,53,40 E. Dunbar Ave.,3,1.7,0,0,0,0,1,0,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
60,36,30,218 S. Westport Court,4,1.3,118,0,0,0,1,1,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
49,24,18,69 Spruce Dr.,1,0.4,121,0,0,0,1,0,Kirsten Mitchem,PFP,69 Spruce Dr.,92 Ridgewood Dr.,8376 Euclid Lane
